host_time_iso,timestamp_ms,sequence,throttle_pct,brake_pct,steering_deg,distance_cm,state,fault_flags
2026-07-31T20:55:52.204698+01:00,122433,2254,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.205696+01:00,122483,2255,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.206693+01:00,122533,2256,93.1,58.0,0,-1,OFF,0
2026-07-31T20:55:52.206693+01:00,122583,2257,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.207699+01:00,122633,2258,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.207699+01:00,122683,2259,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.208698+01:00,122733,2260,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.208698+01:00,122783,2261,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.403361+01:00,122833,2262,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.403361+01:00,122883,2263,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.403361+01:00,122933,2264,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.403361+01:00,122983,2265,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.526561+01:00,123033,2266,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.526561+01:00,123083,2267,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.526561+01:00,123133,2268,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.663510+01:00,123183,2269,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.664518+01:00,123233,2270,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.795676+01:00,123283,2271,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.795676+01:00,123333,2272,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.795676+01:00,123383,2273,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.939182+01:00,123433,2274,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.939182+01:00,123483,2275,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:52.939182+01:00,123533,2276,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:53.082157+01:00,123583,2277,93.3,58.0,0,-1,OFF,0
2026-07-31T20:55:53.082157+01:00,123633,2278,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:53.082157+01:00,123683,2279,93.2,58.0,0,-1,OFF,0
2026-07-31T20:55:53.220698+01:00,123733,2280,93.2,58.0,0,-1,OFF,0
